,meta.numFound,meta.start,data.id,data.counter_total_all,data.publication_date,data.author,data.pagecount,data.volume,data.copyright,data.financial_disclosure,data.title
1208,2620,2501,10.1371/journal.pone.0134429,3018,2015-08-18T00:00:00Z,"Antoine Zazzo,Matthieu Lebon,Anita Quiles,Ina Reiche,Jean-Denis Vigne",13,10,"Zazzo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was funded by the MNHN (ATM Biodiversité actuelle et passée), grant to AZ; the Ministry of higher education (PNRCC OsiRis) grant to IR; the SEEG “Limassol” of the CNRS, grant to JDV. These grants have no specific number. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Direct Dating and Physico-Chemical Analyses Cast Doubts on the Coexistence of Humans and Dwarf Hippos in Cyprus
677,2620,2501,10.1371/journal.pone.0133361,5928,2015-08-19T00:00:00Z,"Christopher C Gilbert,Christine M Steininger,Job M Kibii,Lee R Berger",15,10,"Gilbert et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","Funding for the Malapa project was generously provided by the National Geographic Society, the National Research Foundation of South Africa, the Lyda Hill Foundation, the DST-NRF Centre of Excellence in Palaeosciences, the Gauteng Provincial Government and the Department of Arts and Culture of South Africa. Funding for CCG was generously provided by Hunter College and the Wenner-Gren Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Papio Cranium from the Hominin-Bearing Site of Malapa: Implications for the Evolution of Modern Baboon Cranial Morphology and South African Plio-Pleistocene Biochronology
1852,2620,2501,10.1371/journal.pone.0135593,2510,2015-08-19T00:00:00Z,"Vartika Singh,Sundeep K Pandita,Rajni Tewari,Peter J van Hengstum,Suresh S K Pillai,Deepa Agnihotri,Kamlesh Kumar,G D Bhat",18,10," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication","This work was supported by the Birbal Sahni Institute of Palaeobotany, India.","Thecamoebians (Testate Amoebae) Straddling the Permian-Triassic Boundary in the Guryul Ravine Section, India: Evolutionary and Palaeoecological Implications"
2288,2620,2501,10.1371/journal.pone.0134231,2888,2015-08-19T00:00:00Z,"Aude Cincotta,Johan Yans,Pascal Godefroit,Géraldine Garcia,Jean Dejax,Mouloud Benammi,Sauveur Amico,Xavier Valentin",20,10,"Cincotta et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","AC disposes of a FRIA grant provided by the 'Fond National pour la Recherche Scientifique' (FNRS). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Integrated Paleoenvironmental Reconstruction and Taphonomy of a Unique Upper Cretaceous Vertebrate-Bearing Locality (Velaux, Southeastern France)"
2290,2620,2501,10.1371/journal.pone.0134515,3756,2015-08-19T00:00:00Z,"Jean-David Moreau,Didier Néraudeau,Paul Tafforeau,Éric Dépré",23,10,"Moreau et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by funding from Géosciences Rennes, CNRS-UMR6118, to J-DM, DN; and the European Synchrotron Radiation Facility, to J-DM, PT. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Study of the Histology of Leafy Axes and Male Cones of Glenrosa carentonensis sp. nov. (Cenomanian Flints of Charente-Maritime, France) Using Synchrotron Microtomography Linked with Palaeoecology"
2124,2620,2501,10.1371/journal.pgen.1005437,5952,2015-08-25T00:00:00Z,"Chen-Hui Chen,Alexander F Merriman,Jeremiah Savage,Jason Willer,Taylor Wahlig,Nicholas Katsanis,Viravuth P Yin,Kenneth D Poss",21,11,"Chen et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by the Howard Hughes Medical Institute (hhmi.org), Early Career Scientist award to KDP; and the NIH (nih.gov), grant R01 GM074057 to KDP. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Transient laminin beta 1a Induction Defines the Wound Epidermis during Zebrafish Fin Regeneration
1927,2620,2501,10.1371/journal.pone.0134847,1400,2015-08-26T00:00:00Z,"Hui Shen,Xinhua Wu,Zihua Tang,Xinying Zhou,Nan Sun,Xiaoqiang Li",13,10,"Shen et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by the National Natural Science Foundation of China (grant nos. 41172161, XL and 41371003, XZ [http://www.973.gov.cn/]) and the National Basic Research Program of China (grant no. 2015CB953803, XL [http://www.nsfc.gov.cn/]). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Wood Usage and Fire Veneration in the Pamir, Xinjiang, 2500 yr BP"
2292,2620,2501,10.1371/journal.pone.0136018,1793,2015-08-26T00:00:00Z,"Rodrigo L L Orihuela,Carlos A Peres,Gabriel Mendes,João A Jarenkow,Marcelo Tabarelli",19,10,"Orihuela et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was funded by Fundação Boticário de Proteção à Natureza (project 0864_20101), FAPERGS (process 1015179) and CNPq (141496/2010-0). This manuscript was co-written by R.L.L.O during a CAPES-funded doctoral scholarship (process 8174-12-1) at the University of East Anglia, UK.",Markedly Divergent Tree Assemblage Responses to Tropical Forest Loss and Fragmentation across a Strong Seasonality Gradient
1593,2620,2501,10.1371/journal.pone.0135716,2969,2015-08-27T00:00:00Z,"Daniela E Winkler,Thomas M Kaiser",12,10,"Winkler, Kaiser This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research was funded by Deutsche Forschungsgemeinschaft (DFG, KA 1525/8-1) and is part of DEW's PhD. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Structural Morphology of Molars in Large Mammalian Herbivores: Enamel Content Varies between Tooth Positions
893,2620,2501,10.1371/journal.pone.0135613,2501,2015-09-02T00:00:00Z,"Hao Li,Kathleen Kuman,Chaorong Li",17,10,"Li et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research has been funded by: the Chinese Government Graduate Student Overseas Study Program (grant number [2013]3009); the Chinese Natural Science Foundation (grant number 40972016); the Cultural Relics Protection Research Project of Hubei Reservoir Area of South-North Water Diversion Foundation (grant number NK02); the CAS Pioneer Hundred Talents Program; the China-South Africa Bilateral Programme in Palaeosciences, through grants provided by the Ministry of Science and Technology of China to Prof. Liu Wu (Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences, grant number 2007DFB20330) and by the National Research Foundation of South Africa to Prof. R.J. Clarke (University of the Witwatersrand, grant number 68625). Current funding is provided by grants in the same programme to Prof. Gao Xing (IVPP) and to K. Kuman (NRF grant number 88480).","Quantifying the Reduction Intensity of Handaxes with 3D Technology: A Pilot Study on Handaxes in the Danjiangkou Reservoir Region, Central China"
1194,2620,2501,10.1371/journal.pone.0135500,4284,2015-09-02T00:00:00Z,"Pavel Gol’din,Mette Elstrup Steeman",19,10,"Gol’din, Steeman This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The work of PG was supported by the Grant of the Ministry of Culture of Denmark, FORM.2014-0033.","From Problem Taxa to Problem Solver: A New Miocene Family, Tranatocetidae, Brings Perspective on Baleen Whale Evolution"
2045,2620,2501,10.1371/journal.pone.0137318,3527,2015-09-02T00:00:00Z,"Jessica E Koopman,Nicoline C W van der Kaaij,Mark J Buijs,Yassaman Elyassi,Monique H van der Veen,Wim Crielaard,Jacob M ten Cate,Egija Zaura",17,10,"Koopman et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The study was financially supported by Elmex research / Colgate-Palmolive Europe. The authors declare that otherwise no competing interests exist. The involvement of Elmex research / Colgate-Palmolive Europe in this study by financial support had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript and does not alter the authors' adherence to all PLOS ONE policies on sharing data and materials.",The Effect of Fixed Orthodontic Appliances and Fluoride Mouthwash on the Oral Microbiome of Adolescents – A Randomized Controlled Clinical Trial
2287,2620,2501,10.1371/journal.pone.0135210,2299,2015-09-02T00:00:00Z,"Wallace M Meyer III,Jeffrey A Eble,Kimberly Franklin,Reilly B McManus,Sandra L Brantley,Jeff Henkel,Paul E Marek,W Eugene Hall,Carl A Olson,Ryan McInroy,Emmanuel M Bernal Loaiza,Richard C Brusca,Wendy Moore",18,10,"Meyer, III, et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by 5K12GM000708, National Institute of Health, W.M.M. - (http://www.nigms.nih.gov/training/careerdev/Pages/TWDInstRes.aspx) 8964-11, National Geographic Society, W.M.M. - (http://www.nationalgeographic.com/explorers/grants-programs/cre) DBI-1203398, National Science Foundation, W. M. EF-1206382, National Science Foundation, W.M. (http://www.nsf.gov). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Ground-Dwelling Arthropod Communities of a Sky Island Mountain Range in Southeastern Arizona, USA: Obtaining a Baseline for Assessing the Effects of Climate Change"
1263,2620,2501,10.1371/journal.pone.0136289,2109,2015-09-03T00:00:00Z,"Michal Jakubowicz,Blazej Berkowski,Matthias López Correa,Emilia Jarochowska,Michael Joachimski,Zdzislaw Belka",29,10,"Jakubowicz et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The study was funded by a Polish Ministry of Science and Higher Education grant No. IP2014 016373. MJ was supported by German Academic Exchange Service (DAAD) during his stay at Friedrich-Alexander University. MJ is a scholarship holder of Adam Mickiewicz University Foundation for the academic year 2014-2015. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Stable Isotope Signatures of Middle Palaeozoic Ahermatypic Rugose Corals – Deciphering Secondary Alteration, Vital Fractionation Effects, and Palaeoecological Implications"
2169,2620,2501,10.1371/journal.pone.0136787,1812,2015-09-03T00:00:00Z,"Kathleen M Muldoon,Steven M Goodman",19,10,"Muldoon, Goodman This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by Conservation International, John D. and Catherine T. MacArthur Foundation, National Science Foundation (DEB 05-16313), Volkswagen Foundation, and World Wide Fund for Nature.",Primates as Predictors of Mammal Community Diversity in the Forest Ecosystems of Madagascar
2239,2620,2501,10.1371/journal.pone.0135940,4262,2015-09-09T00:00:00Z,"Qiming Mei,Volodymyr Dvornyk",20,10,"Mei, Dvornyk This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by The University of Hong Kong PhD Fellowship to Mr. Qiming Mei. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Evolutionary History of the Photolyase/Cryptochrome Superfamily in Eukaryotes
2545,2620,2501,10.1371/journal.pone.0135114,5768,2015-09-09T00:00:00Z,"Gabriela Sobral,Hans-Dieter Sues,Johannes Müller",34,10," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication",GS was supported by the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (www.capes.gov.br) and the Deutscher Akademischer Austauschdienst (www.daad.de): BEX 3474/09-7.,"Anatomy of the Enigmatic Reptile Elachistosuchus huenei Janensch, 1949 (Reptilia: Diapsida) from the Upper Triassic of Germany and Its Relevance for the Origin of Sauria"
1048,2620,2501,10.1371/journal.pone.0137284,4411,2015-09-10T00:00:00Z,"John A Nyakatura,Vivian R Allen,Jonas Lauströer,Amir Andikfar,Marek Danczak,Hans-Jürgen Ullrich,Werner Hufenbach,Thomas Martens,Martin S Fischer",20,10,"Nyakatura et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was funded by the Volkswagen Foundation (http://www.volkswagenstiftung.de/; grant number: 858587 to MSF, TM, and JAN). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Three-Dimensional Skeletal Reconstruction of the Stem Amniote Orobates pabsti (Diadectidae): Analyses of Body Mass, Centre of Mass Position, and Joint Mobility"
1255,2620,2501,10.1371/journal.pone.0137523,2181,2015-09-10T00:00:00Z,"Annie Schmaltz Hsiou,Marco Aurélio Gallo De França,Jorge Ferigolo",21,10,"Hsiou et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was funded by the Brazilian agencies Fundação de Amparo à Pesquisa do Estado de São Paulo (grant to ASH, FAPESP Process n. 2011/14080-0; and grant to M.A.G.F. Postdoctoral Fellowship FAPESP Process n. 2011/23834-9), Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco (grant to M.A.G.F., FACEPE process APQ-0165-204/14), and Projeto Pró-Guaíba, Sub-projeto Preservação de Sítos Paleontológicos de Vertebrados da Bacia do Guaíba, RS (grant to J.F.).",New Data on the Clevosaurus (Sphenodontia: Clevosauridae) from the Upper Triassic of Southern Brazil
1795,2620,2501,10.1371/journal.pone.0137648,1554,2015-09-10T00:00:00Z,"Dragomira N Markova,Roberta J Mason-Gamer",15,10,"Markova, Mason-Gamer This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by a National Science Foundation grant (grant number DEB-0426194) to RJMG; Provost’s Research Award from the University of Illinois at Chicago Graduate College and an Elmer Hadley award from the Department of Biological Sciences to DNM. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",The Role of Vertical and Horizontal Transfer in the Evolutionary Dynamics of PIF-Like Transposable Elements in Triticeae
678,2620,2501,10.1371/journal.pone.0137709,5453,2015-09-14T00:00:00Z,"Matt A White,Phil R Bell,Alex G Cook,David G Barnes,Travis R Tischler,Brant J Bassam,David A Elliott",20,10,"White et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The authors received no specific funding for this work.,"Forearm Range of Motion in Australovenator wintonensis (Theropoda, Megaraptoridae)"
1175,2620,2501,10.1371/journal.pcbi.1004440,2274,2015-09-14T00:00:00Z,"Sergei Maslov,Kim Sneppen",15,11,"Maslov, Sneppen This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","Work at Brookhaven was supported by grants PM-031 from the Office of Biological Research of the U.S. Department of Energy. Work at Copenhagen was supported by Danish National Research Foundation. The funders played no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Diversity Waves in Collapse-Driven Population Dynamics
1542,2620,2501,10.1371/journal.pone.0136770,1491,2015-09-14T00:00:00Z,"Giuseppina Di Giacomo,Silvia Campello,Mauro Corrado,Livia Di Giambattista,Claudia Cirotti,Giuseppe Filomeni,Gabriele Gentile",9,10,"Di Giacomo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The authors have no support or funding to report.,"Mature Erythrocytes of Iguana iguana (Squamata, Iguanidae) Possess Functional Mitochondria"
1787,2620,2501,10.1371/journal.pone.0137996,1617,2015-09-14T00:00:00Z,"Pengze Yan,Mingcong Li,Guangshan Wei,Han Li,Zheng Gao",14,10,"Yan et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by the National Natural Science Foundation Project of China (No. 41306150); Promotive Research Fund for Excellent Young and Middle-aged Scientists of Shandong Province, China (No. BS2012HZ011); A Project of Shandong Province Higher Educational Science and Technology Program, China (No. J10LC09). ZG received the three fundings. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Molecular Fingerprint and Dominant Environmental Factors of Nitrite-Dependent Anaerobic Methane-Oxidizing Bacteria in Sediments from the Yellow River Estuary, China"
2003,2620,2501,10.1371/journal.pone.0138305,2020,2015-09-14T00:00:00Z,"Holly E Barden,Julia Behnsen,Uwe Bergmann,Melanie J Leng,Phillip L Manning,Philip J Withers,Roy A Wogelius,Bart E van Dongen",21,10," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication","A Natural Environment Research Council (NERC, http://www.nerc.ac.uk/) PhD studentship funded HEB to complete the work as part of her PhD research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. The authors acknowledge funding from the Engineering and Physical Sciences Research Council for the Henry Moseley X-ray Imaging Facility under EP/F007906/1, EP/F028431/1, EP/F001452 and EP/I02249X (http://www.epsrc.ac.uk/).","Geochemical Evidence of the Seasonality, Affinity and Pigmenation of Solenopora jurassica"
2050,2620,2501,10.1371/journal.pone.0137717,4640,2015-09-14T00:00:00Z,"Lindsay E O’Donnell,Douglas Robertson,Christopher J Nile,Laura J Cross,Marcello Riggio,Andrea Sherriff,David Bradshaw,Margaret Lambert,Jennifer Malcolm,Mark J Buijs,Egija Zaura,Wim Crielaard,Bernd W Brandt,Gordon Ramage",22,10,"O’Donnell et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was funded by the BBSRC CASE studentship (BB/K501013/1) awarded to Prof Gordon Ramage and Dr Douglas Robertson. GlaxoSmithKline (GSK) also supported this project. GSK were involved in the initial discussions at the conception of the study. GlaxoSmithKline provided support in the form of salaries for authors DB and ML, but did not have any additional role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript. The specific roles of these authors are articulated in the ""author contributions"" section.",The Oral Microbiome of Denture Wearers Is Influenced by Levels of Natural Dentition
2238,2620,2501,10.1371/journal.pone.0136587,2669,2015-09-15T00:00:00Z,"Stéphanie Bertrand,Daniel Aldea,Silvan Oulion,Lucie Subirana,Angel R de Lera,Ildiko Somorjai,Hector Escriva",16,10,"Bertrand et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The laboratory of HE is supported by the ANR BLAN 1716 01. IMLS´s laboratory is currently supported by MASTS (Marine Alliance for Science and Technology Scotland).,Evolution of the Role of RA and FGF Signals in the Control of Somitogenesis in Chordates
1667,2620,2501,10.1371/journal.pone.0137162,3055,2015-09-16T00:00:00Z,"Julius Nouet,Corinne Chevallard,Bastien Farre,Gernot Nehrke,Emilie Campmas,Emmanuelle Stoetzel,Mohamed Abdeljalil El Hajraoui,Roland Nespoulet",26,10,"Nouet et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research received support from CNRS through the interdisciplinary action AIR-Archaeometry and from the SYNTHESIS Project http://www.synthesis.info/ which is financed by European Community Research Infrastructure Action under FP7 Integrating Activities Programme (the authors especially thank J. Spratt, A. Ball and L. Howard from the mineralogy department of NHM, London for their support). The authors would like to thank the Institut National des Sciences de l’Archéologie et du Patrimoine (dir. A. Akerraz), the Mission archéologique El Harhoura-Témara, funded by the Commission consultative des recherches archéologiques à l’étranger of Ministère des Affaires Etrangères et Européennes of France and the Ministry of Culture of Morocco. The authors also would like to thank the French Agence Nationale de la Recherche and the ANR-09-PEXT-004 MOHMIE project (dir. C. Denys) for the funding provided in the field work. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Limpet Shells from the Aterian Level 8 of El Harhoura 2 Cave (Témara, Morocco): Preservation State of Crossed-Foliated Layers"
2002,2620,2501,10.1371/journal.pone.0138557,2656,2015-09-16T00:00:00Z,"Konrad Kalarus,Piotr Nowicki",17,10,"Kalarus, Nowicki This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The study was funded by the Polish National Science Centre grant DEC-2013/11/B/NZ8/00912. The fieldwork was additionally supported by the Jagiellonian University through its DS/WBINOZ/INOS/761/12-13 funds.,"How Do Landscape Structure, Management and Habitat Quality Drive the Colonization of Habitat Patches by the Dryad Butterfly (Lepidoptera: Satyrinae) in Fragmented Grassland?"
2289,2620,2501,10.1371/journal.pone.0137325,1456,2015-09-17T00:00:00Z,"Yesha Shrestha,Herman H Wirshing,M G Harasewych",26,10," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication",General research funds from the Harasewych lab supported field work in the Florida Keys and laboratory expenses. The authors received no grant funding for this work.,The Genus Cerion (Gastropoda: Cerionidae) in the Florida Keys
954,2620,2501,10.1371/journal.pone.0138544,1560,2015-09-22T00:00:00Z,"Yi-Ming Cui,Bin Sun,Hai-Feng Wang,David Kay Ferguson,Yu-Fei Wang,Cheng-Sen Li,Jian Yang,Qing-Wen Ma",13,10,"Cui et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research was supported by the China National Key Basic Research Program (2014CB954201), and the National Natural Science Foundation of China (Nos. 30990241; 41072022, 41210001, 31370254, 31300186). Prof. David K. Ferguson was supported by the Chinese Academy of Sciences Visiting Professorship for Senior International Scientists at the Institute of Botany (Nos. 90004F1005).",Exploring the Formation of a Disjunctive Pattern between Eastern Asia and North America Based on Fossil Evidence from Thuja (Cupressaceae)
164,2620,2501,10.1371/journal.pone.0135698,5674,2015-09-23T00:00:00Z,"Floréal Solé,Eli Amson,Matthew Borths,Dominique Vidalenc,Michael Morlo,Katharina Bastl",55,10,"Solé et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research was supported by the National Science Foundation Grant DEB-1311354 to MB (PhD Thesis). The Belgian Science Policy Office supports the project Paleurafrica BR/121/A3/PALEURAFRICA (Postdoctoral position of FS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",A New Large Hyainailourine from the Bartonian of Europe and Its Bearings on the Evolution and Ecology of Massive Hyaenodonts (Mammalia)
1265,2620,2501,10.1371/journal.pone.0137060,4146,2015-09-23T00:00:00Z,"David L Dufeau,Lawrence M Witmer",25,10,"Dufeau, Witmer This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","DLD acknowledges grants from Sigma Xi, the Ohio Center for Ecology and Evolutionary Studies, Ohio University, and the Jurassic Foundation. LMW acknowledges funding support from the United States National Science Foundation (IBN-0343744, IOB-0517257, IOS-1050154) and the Ohio University Heritage College of Osteopathic Medicine. The Ohio Supercomputing Center also provided support. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Ontogeny of the Middle-Ear Air-Sinus System in Alligator mississippiensis (Archosauria: Crocodylia)
861,2620,2501,10.1371/journal.pone.0136398,4127,2015-09-25T00:00:00Z,"Jiaqi Wu,Naoki Kohno,Shuhei Mano,Yukio Fukumoto,Hideyuki Tanabe,Masami Hasegawa,Takahiro Yonezawa",19,10,"Wu et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by National Natural Foundation for the Foreign Young Scientist to T.Y., Graduate innovation fund EZH6281304/001/029 of Fudan University to J.W., and a Grant in Aid for Scientific Research (C25440219) from JSPS to M.H.",Phylogeographic and Demographic Analysis of the Asian Black Bear (Ursus thibetanus) Based on Mitochondrial DNA
1923,2620,2501,10.1371/journal.pone.0134519,2495,2015-09-25T00:00:00Z,"Jian Huang,Xiaoting Yang,Chunmei Zhang,Xiao Yin,Shipeng Liu,Xingang Li",14,10,"Huang et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by the Projects in the National Science & Technology Pillar Program (grant no. 2013BAD14B03 and 2013BAD20B03) from the Ministry of Science and Technology of P. R. China (www.most.gov.cn/) to XL; Natural Science Foundation of Shaanxi Province for young scientist (grant No: 2013JQ3001) to JH (http://www.sninfo.gov.cn); and Key Laboratory Project on jujube of Shaanxi Province (14JS114) (http://www.snedu.gov.cn) to SL & JH. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Development of Chloroplast Microsatellite Markers and Analysis of Chloroplast Diversity in Chinese Jujube (Ziziphus jujuba Mill.) and Wild Jujube (Ziziphus acidojujuba Mill.)
1736,2620,2501,10.1371/journal.pone.0137068,3443,2015-09-30T00:00:00Z,"David Marjanovic,Florian Witzmann",72,10,"Marjanovic, Witzmann This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","DM was supported by an unnumbered postdoctoral fellowship of the Alexander von Humboldt Foundation (http://www.humboldt-foundation.de) until 31 January 2014. FW has been supported by an unnumbered research fellowship of the Alexander von Humboldt Foundation (http://www.humboldt-foundation.de) since 1 December 2014. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","An Extremely Peramorphic Newt (Urodela: Salamandridae: Pleurodelini) from the Latest Oligocene of Germany, and a New Phylogenetic Analysis of Extant and Extinct Salamandrids"
1742,2620,2501,10.1371/journal.pone.0139972,2036,2015-10-05T00:00:00Z,"Sandra R Schachat,Richard L Brown",16,10,"Schachat, Brown This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The research was supported in part by the National Institute of Food and Agriculture (http://nifa.usda.gov), United States Department of Agriculture (http://www.usda.gov), under project MIS-012040. SRS is supported by the National Science Foundation (http://www.nsf.gov) Graduate Research Fellowship Program (https://www.nsfgrfp.org/) under Grant No. DGE-1125191. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Color Pattern on the Forewing of Micropterix (Lepidoptera: Micropterigidae): Insights into the Evolution of Wing Pattern and Wing Venation in Moths
1968,2620,2501,10.1371/journal.pone.0139854,1580,2015-10-05T00:00:00Z,"A Saeed,Gehan A Raouf,Sherif S Nafee,Salem A Shaheen,Y Al-Hadeethi",18,10,"Saeed et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was financially supported by King Abdulaziz City for Science and Technology (KACST) under grant number A-S-12-1011. Author who received the funding: AS. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Effects of Very Low Dose Fast Neutrons on Cell Membrane And Secondary Protein Structure in Rat Erythrocytes
